CP5 CP6 TP7 TP8 P7 P8 PO9 PO10 PO3 PO4 PO7 PO8 O1 O2 Oz time
-21.11816 3.158792 -3.561576 24.9301 57.20382 87.29474 136.832 154.0953 90.17149 122.3189 122.0988 139.4737 139.9151 151.3828 145.1927 432.8657
-20.9891 3.668216 -3.630683 25.23423 57.00641 87.6768 136.4961 154.0955 90.3831 122.5316 121.8746 139.7865 139.9455 151.5538 145.4218 434.8698
-20.81558 4.1268 -3.621486 25.48287 56.72281 87.99471 136.1596 153.9509 90.63023 122.6964 121.6171 140.0041 139.9682 151.6535 145.6641 436.8737
-20.62459 4.539982 -3.592447 25.74962 56.36937 88.21826 135.8178 153.7048 90.84158 122.8194 121.3055 140.0669 139.994 151.7157 145.8959 438.8777
-20.41524 4.95279 -3.555811 26.03554 56.04254 88.54009 135.471 153.6242 91.11493 122.9446 120.9634 140.1978 139.9855 151.7449 146.1067 440.8818
-20.2051 5.331301 -3.555826 26.37254 55.79417 88.79584 134.9881 153.604 91.38213 123.1268 120.6068 140.2759 139.9724 151.7958 146.2898 442.8858
-20.03922 5.654644 -3.627762 26.68779 55.57977 88.92594 134.3474 153.617 91.65975 123.3585 120.2344 140.2532 139.9437 151.8637 146.4954 444.8898
-19.92698 5.921665 -3.791412 27.00271 55.3408 89.03286 133.6943 153.6698 91.96816 123.6052 119.8516 140.2085 139.8843 151.9217 146.7165 446.8938
-19.86805 6.131342 -4.017852 27.22336 55.05117 89.07449 133.1466 153.5837 92.31393 123.8311 119.4737 140.1304 139.8176 151.9974 146.9555 448.8978
-19.83658 6.27245 -4.250822 27.36736 54.66379 89.12154 132.66 153.3473 92.58821 123.9231 119.0672 140.0753 139.7275 151.9633 147.1575 450.9018
-19.79325 6.445563 -4.461433 27.57127 54.22193 89.12582 132.1472 152.9787 92.84993 124.0424 118.6985 139.9476 139.6052 151.9761 147.3818 452.9058
-19.73133 6.625431 -4.690874 27.71347 53.78074 89.07279 131.5001 152.5217 93.07954 124.1131 118.3179 139.7373 139.4701 151.9316 147.6634 454.9098
-19.62658 6.773335 -4.932452 27.77294 53.39467 88.89092 130.669 151.961 93.27277 124.1426 117.8736 139.4391 139.2831 151.8473 147.9348 456.9138
-19.48182 6.869291 -5.174199 27.84757 53.0063 88.56751 129.7149 151.299 93.41209 124.1461 117.3489 139.1042 139.0246 151.7143 148.1759 458.9178
-19.34328 6.899542 -5.35106 27.84429 52.52589 88.1447 128.7067 150.5406 93.52982 124.0042 116.7767 138.7499 138.7448 151.4688 148.4089 460.9218
-19.24754 6.939908 -5.448385 27.89344 52.01668 87.67253 127.7554 149.6405 93.68421 123.868 116.2087 138.331 138.454 151.2599 148.6959 462.9258
-19.12497 6.982727 -5.43752 27.80021 51.54079 87.23654 126.8528 148.6731 93.86567 123.6766 115.6354 137.896 138.1932 150.9829 149.0104 464.9299
-18.93436 7.037874 -5.375448 27.66807 51.16139 86.7831 125.9951 147.6661 94.03526 123.4089 115.1099 137.3627 137.9469 150.6139 149.2752 466.9339
-18.66338 7.077043 -5.230507 27.45187 50.86688 86.29595 125.1003 146.7169 94.16306 123.0582 114.6002 136.7184 137.6689 150.1358 149.3857 468.9379
-18.36295 7.084936 -5.076225 27.22683 50.61861 85.80471 124.0997 145.8841 94.18945 122.6247 114.0741 136.047 137.2885 149.5266 149.2993 470.9419
-18.07515 7.051813 -4.936366 27.05059 50.34094 85.20584 123.0223 145.0116 94.14242 122.243 113.4819 135.2752 136.7947 148.8641 149.077 472.9459
-17.8457 7.039478 -4.811979 26.8483 49.99747 84.60591 121.9514 144.1428 94.09043 121.8294 112.8436 134.496 136.2525 148.1268 148.7972 474.9499
-17.66721 7.021431 -4.608705 26.61707 49.60065 83.86185 120.9872 143.0599 93.96758 121.4613 112.13 133.5356 135.7206 147.4441 148.5035 476.9539
-17.4861 7.022276 -4.344324 26.45298 49.15631 83.19648 120.1454 142.0024 93.81002 121.0569 111.3279 132.6506 135.1445 146.7461 148.1652 478.9579
-17.33157 6.986534 -4.213281 26.1994 48.61406 82.48105 119.2612 140.8537 93.55392 120.5875 110.3659 131.6869 134.5236 146.0155 147.7671 480.9619
-17.17381 6.921872 -4.266364 25.96527 48.02285 81.715 118.2809 139.6343 93.29099 120.0879 109.3203 130.615 133.8382 145.2601 147.3008 482.9659
-17.00479 6.855808 -4.439299 25.73446 47.38074 80.86159 117.1139 138.3065 92.98808 119.4858 108.2157 129.408 133.0913 144.401 146.7549 484.9699
-16.83264 6.772499 -4.621819 25.48461 46.67547 79.95217 115.8099 136.8984 92.5435 118.8011 107.0207 128.1242 132.2672 143.4363 146.0478 486.9739
-16.69116 6.681865 -4.843532 25.24025 45.88964 78.99565 114.4893 135.4744 92.02536 118.0254 105.7211 126.8045 131.4004 142.4461 145.3226 488.978
-16.56446 6.517823 -5.073822 24.84855 44.96342 77.95837 113.1686 133.9927 91.47717 117.1299 104.3529 125.4403 130.5521 141.4088 144.6176 490.982
-16.4407 6.351628 -5.289691 24.39404 43.97246 76.77111 111.8391 132.4162 91.00347 116.3152 103.0357 123.9931 129.735 140.4521 143.959 492.986
-16.3329 6.150389 -5.496486 23.82571 42.94273 75.47932 110.4237 130.7922 90.61848 115.48 101.7347 122.5131 128.9159 139.4817 143.3131 494.99
-16.27841 5.902046 -5.760684 23.20673 41.89276 74.10898 108.8455 129.0692 90.15632 114.6385 100.3819 121.0042 128.0537 138.4473 142.6057 496.994
-16.26693 5.665223 -6.026634 22.47401 40.83162 72.71427 107.1938 127.2648 89.6497 113.8648 99.04111 119.4698 127.1033 137.4029 141.8208 498.998
-16.31965 5.428205 -6.270146 21.84206 39.76991 71.3075 105.6046 125.3947 89.10065 113.0906 97.74158 117.8409 126.1298 136.3474 140.9873 501.002
-16.38331 5.169383 -6.481002 21.2102 38.70243 69.9488 104.0439 123.5937 88.44401 112.2174 96.42577 116.1875 125.1561 135.2157 140.1593 503.006
-16.41204 4.902461 -6.657674 20.59771 37.65901 68.53854 102.5064 121.7545 87.72756 111.3546 95.09273 114.4474 124.1393 134.1017 139.3324 505.01
-16.45987 4.668751 -6.862855 20.05607 36.62614 67.09371 101.079 119.8576 87.00546 110.5764 93.76582 112.6874 123.0114 132.9926 138.409 507.014
-16.54917 4.467787 -7.112295 19.55536 35.60045 65.76713 99.76762 118.0778 86.2884 109.7438 92.48066 111.0864 121.84 131.7921 137.412 509.018
-16.6443 4.248094 -7.42998 19.09648 34.58553 64.46194 98.46796 116.3242 85.57095 108.8961 91.2234 109.5177 120.6519 130.5842 136.4588 511.022
-16.71959 4.067619 -7.778232 18.69774 33.61308 63.32285 97.14266 114.7332 84.91472 108.1018 89.98846 108.1091 119.4296 129.4377 135.5579 513.0261
-16.79243 3.891467 -8.132673 18.33044 32.63874 62.2436 95.7583 113.2152 84.19115 107.3238 88.70197 106.742 118.1604 128.3126 134.6168 515.0301
-16.82925 3.77042 -8.497001 17.98538 31.66679 61.16344 94.38593 111.7421 83.45052 106.6037 87.39487 105.3927 116.894 127.2357 133.722 517.0341
-16.8466 3.649451 -8.870811 17.5138 30.64532 60.06572 92.95126 110.2467 82.61874 105.7758 86.06877 104.0432 115.6364 126.0371 132.8486 519.0381
-16.88331 3.630483 -9.229777 17.12085 29.68091 58.98678 91.58099 108.7403 81.84165 104.9642 84.81264 102.6841 114.4691 124.8932 132.0602 521.0421
-16.96626 3.619823 -9.54682 16.71773 28.72427 57.99506 90.12777 107.3036 81.01518 104.0907 83.57666 101.384 113.3658 123.7262 131.3208 523.0461
-17.05908 3.607988 -9.823046 16.34547 27.769 57.00562 88.62092 105.8357 80.21468 103.3309 82.29162 100.0871 112.2976 122.6927 130.63 525.0501
-17.11299 3.589323 -10.02405 15.95812 26.8031 56.13318 87.1512 104.4269 79.47187 102.5823 80.97417 98.96938 111.2475 121.6732 129.9039 527.0541
-17.14807 3.544616 -10.20959 15.51567 25.80736 55.17929 85.66109 102.8445 78.69565 101.9631 79.62795 97.82967 110.2186 120.746 129.0792 529.0581
-17.21481 3.511493 -10.38274 15.14864 24.8233 54.3629 84.10044 101.3514 77.86521 101.2119 78.28322 96.83025 109.1855 119.7098 128.2265 531.0621
-17.33639 3.501453 -10.56585 14.82109 23.85912 53.48907 82.44072 99.8359 76.98741 100.4988 76.93633 95.71809 108.1176 118.7582 127.401 533.0662
-17.46021 3.499454 -10.78523 14.49263 22.89378 52.66439 80.7141 98.42646 76.14436 99.78719 75.56186 94.61158 107.0187 117.7944 126.5985 535.0701
-17.56333 3.466675 -11.0226 14.20272 21.89212 51.83922 78.96663 97.01184 75.30538 99.08882 74.16507 93.49068 105.8994 116.8363 125.7898 537.0742
-17.63517 3.441055 -11.30577 13.98618 20.84945 51.1768 77.33217 95.78195 74.49858 98.2675 72.72646 92.57128 104.7446 115.8029 125.031 539.0782
-17.65523 3.407691 -11.64883 13.81738 19.77554 50.38542 75.85887 94.50806 73.67623 97.61931 71.27686 91.56989 103.6395 114.966 124.3337 541.0822
-17.63454 3.344403 -12.06336 13.63002 18.6588 49.70541 74.55014 93.50551 72.87015 96.92409 69.87794 90.7634 102.5833 114.0503 123.6312 543.0862
-17.59439 3.256241 -12.48233 13.34431 17.53535 48.92611 73.33762 92.53892 72.10253 96.37934 68.55466 89.93355 101.6016 113.281 122.9641 545.0902
-17.55882 3.15031 -12.78839 13.03915 16.43583 48.15461 72.12766 91.63605 71.36468 95.8726 67.32224 89.13238 100.6281 112.5265 122.2856 547.0942
-17.55088 3.084508 -13.04313 12.62102 15.4138 47.45909 70.85233 90.80435 70.64393 95.2998 66.09754 88.35463 99.64416 111.7346 121.5407 549.0982
-17.53715 3.06708 -13.30553 12.31314 14.52074 46.9254 69.56776 90.08739 69.92106 94.66463 64.92955 87.64587 98.67165 110.8764 120.7573 551.1022
-17.48869 3.138221 -13.61029 12.03469 13.73988 46.47894 68.28201 89.40311 69.22894 94.13549 63.80986 86.93532 97.76436 110.1495 120.0291 553.1062
-17.41525 3.28322 -13.9491 11.97331 13.06374 46.22564 67.06397 88.81081 68.59622 93.64507 62.74507 86.3503 96.90224 109.441 119.3019 555.1102
-17.34007 3.435512 -14.2884 11.84274 12.41868 45.94812 65.87933 88.15889 67.93502 93.18123 61.73014 85.73593 96.07375 108.7712 118.5137 557.1143
-17.24975 3.600662 -14.57692 11.73215 11.79471 45.63678 64.84386 87.51641 67.28795 92.77962 60.79955 85.12569 95.24419 108.1648 117.6891 559.1182
-17.13727 3.762009 -14.78202 11.60426 11.20194 45.36527 63.91956 86.99367 66.70489 92.36761 59.94562 84.60609 94.35696 107.5156 116.862 561.1223
-17.01331 3.897824 -14.94413 11.41466 10.63088 45.03681 62.98544 86.41812 66.14975 91.91679 59.12718 84.06817 93.48409 106.8294 116.1153 563.1263
-16.87708 4.007479 -15.06269 11.16934 10.11352 44.7191 62.05309 85.7676 65.63516 91.34536 58.35965 83.5489 92.63986 106.0168 115.4762 565.1302
-16.67598 4.111062 -15.09686 10.88443 9.676669 44.36208 61.18088 85.01265 65.25763 90.82218 57.66855 82.98388 91.86217 105.2454 115.0007 567.1343
-16.38789 4.12283 -15.05352 10.55075 9.266959 43.92471 60.31875 84.20758 64.90122 90.265 56.94654 82.35516 91.16624 104.4561 114.6071 569.1383
-16.09339 4.039245 -15.01812 10.10181 8.817095 43.38166 59.44123 83.40197 64.52267 89.63002 56.15695 81.67336 90.56796 103.6678 114.2432 571.1423
-15.81532 3.97038 -14.98444 9.708657 8.375522 42.78029 58.59299 82.62712 64.1263 89.06548 55.34777 80.9793 90.0261 103.0032 113.9006 573.1463
-15.59364 3.92762 -15.00733 9.317869 7.94145 42.22911 57.68517 81.91399 63.71402 88.48391 54.53468 80.35162 89.49117 102.3794 113.6034 575.1503
-15.40182 3.873505 -15.04759 8.956654 7.555884 41.67482 56.76593 81.17208 63.34661 87.91877 53.8426 79.72659 88.93324 101.8134 113.3143 577.1543
-15.23921 3.770902 -15.10819 8.529718 7.186872 41.04116 55.87729 80.32552 62.99851 87.32112 53.2508 78.99952 88.37878 101.2321 112.9813 579.1583
-15.07957 3.694039 -15.14875 8.199992 6.880681 40.43719 55.07713 79.46355 62.67128 86.73759 52.74625 78.24155 87.88368 100.6503 112.6237 581.1624
-14.91795 3.634415 -15.17484 7.909737 6.574858 39.92205 54.23821 78.66712 62.31652 86.14861 52.22351 77.52803 87.40929 100.0524 112.2762 583.1663
-14.7317 3.601314 -15.17356 7.626281 6.261436 39.46435 53.37569 77.92452 61.98727 85.64738 51.72134 76.86687 86.9108 99.51312 111.9767 585.1703
-14.57869 3.580652 -15.26215 7.373414 5.799626 39.00738 52.4299 77.14593 61.59349 85.23662 51.12203 76.2073 86.32537 99.03551 111.6033 587.1744
-14.55403 3.599462 -15.42298 7.079796 5.205369 38.6023 51.55421 76.41506 61.15145 84.85118 50.44125 75.60737 85.68756 98.58588 111.1902 589.1783
-14.64116 3.616771 -15.67242 6.808715 4.517081 38.19051 50.85173 75.70634 60.72075 84.5072 49.73283 75.00341 85.07613 98.18869 110.7545 591.1824
-14.71315 3.609071 -15.90462 6.55791 3.827802 37.74883 50.30244 74.96145 60.31445 84.14455 49.07318 74.33576 84.4611 97.73653 110.2652 593.1864
-14.69034 3.569947 -16.0695 6.11757 3.13212 37.27184 49.7205 74.17294 59.94238 83.72576 48.43256 73.59271 83.8529 97.19415 109.7228 595.1904
-14.59239 3.51414 -16.10002 5.738348 2.48487 36.91733 49.02459 73.54543 59.58221 83.23338 47.77058 72.95748 83.18536 96.55613 109.0942 597.1944
-14.5023 3.451665 -16.091 5.458291 1.888747 36.53598 48.19888 72.8895 59.15145 82.75306 47.03593 72.27596 82.48383 95.92714 108.3805 599.1984
-14.43429 3.410791 -16.12821 5.231784 1.342736 36.17134 47.38508 72.22139 58.75462 82.31918 46.24619 71.63799 81.74454 95.33282 107.6361 601.2024
-14.37257 3.366498 -16.16821 5.069543 0.8222582 35.90946 46.6248 71.59898 58.35615 81.80798 45.44885 71.11456 81.00488 94.64987 106.8518 603.2064
-14.26146 3.335943 -16.1123 4.887652 0.3322359 35.52612 45.82666 70.87019 57.95318 81.44028 44.64172 70.45667 80.23692 94.07003 106.0169 605.2104
-14.0815 3.390362 -15.98211 4.674217 -0.06572276 35.09122 44.93683 70.16883 57.54755 81.05219 43.8518 69.70873 79.5023 93.47659 105.1919 607.2144
-13.81114 3.526173 -15.81753 4.569102 -0.3260979 34.67948 44.03043 69.57484 57.20415 80.5909 43.1078 68.97176 78.82117 92.85319 104.4258 609.2184
-13.49099 3.710521 -15.66223 4.530091 -0.4869959 34.28078 43.23172 69.04955 56.93027 80.08805 42.45943 68.28905 78.21531 92.23598 103.7555 611.2225
-13.13928 3.866031 -15.57241 4.490257 -0.6712919 33.84133 42.56206 68.46762 56.64726 79.58282 41.87723 67.64111 77.72423 91.64014 103.2336 613.2264
-12.72293 4.02835 -15.45626 4.419179 -0.9115852 33.34139 42.0048 67.73651 56.43039 79.14708 41.34156 66.99261 77.23151 91.11413 102.7541 615.2305
-12.2547 4.182413 -15.28339 4.361952 -1.24104 32.89104 41.39919 66.86794 56.1568 78.64565 40.74789 66.36726 76.63251 90.50243 102.0787 617.2345
-11.81731 4.368964 -15.06303 4.249675 -1.58718 32.46355 40.7488 65.89025 55.81889 78.10618 40.10265 65.69514 75.97908 89.85891 101.2444 619.2385
-11.43188 4.527593 -14.83789 4.223028 -1.895181 32.0606 40.03686 64.91602 55.41001 77.49374 39.43951 65.00534 75.3006 89.15468 100.3416 621.2425
-11.09667 4.666133 -14.60779 4.155654 -2.129431 31.71314 39.27299 64.05148 54.97388 76.83143 38.80862 64.37762 74.57359 88.39727 99.42897 623.2465
-10.80184 4.799819 -14.38924 4.06486 -2.360227 31.27923 38.45658 63.15869 54.50356 76.25034 38.17547 63.68879 73.77531 87.74107 98.49686 625.2505
-10.50461 4.944242 -14.19746 4.072541 -2.606577 30.86061 37.65756 62.31676 53.99641 75.58942 37.50098 63.02245 72.95226 87.0625 97.58811 627.2545
-10.18115 5.080508 -14.01732 4.120915 -2.828273 30.50597 37.04665 61.60474 53.5154 74.83565 36.84737 62.45012 72.14606 86.32342 96.75351 629.2585
-9.849395 5.129144 -13.87003 4.038197 -3.033376 30.01995 36.54622 60.88506 52.96548 74.04952 36.18024 61.8203 71.39013 85.55941 96.02723 631.2625
-9.513606 5.106307 -13.74146 3.988979 -3.182974 29.51352 36.15446 60.28086 52.44465 73.24903 35.55091 61.23337 70.63805 84.76236 95.3289 633.2665
-9.184347 5.088799 -13.63756 3.810583 -3.317868 28.97016 35.6834 59.68356 51.8709 72.47919 34.88012 60.5937 69.9003 84.00891 94.58373 635.2706
-8.85455 5.153925 -13.5933 3.782958 -3.44131 28.54582 35.12403 59.23808 51.33237 71.75115 34.23121 60.04564 69.14217 83.26266 93.84509 637.2745
-8.497501 5.243675 -13.51794 3.685127 -3.540881 28.14605 34.52813 58.86475 50.88532 71.14701 33.65274 59.52892 68.36626 82.5429 93.09196 639.2786
-8.135821 5.248985 -13.42151 3.489516 -3.601002 27.62325 33.96325 58.39774 50.50218 70.58504 33.16329 58.9221 67.69916 81.84461 92.38244 641.2826
-7.788998 5.15786 -13.32071 3.255051 -3.59921 27.08231 33.54327 57.89475 50.20784 70.00932 32.75344 58.31592 67.2051 81.17986 91.76472 643.2866
-7.473217 4.993737 -13.25524 2.953614 -3.551551 26.51886 33.21221 57.31757 49.9216 69.42506 32.38595 57.68541 66.85242 80.56428 91.22159 645.2906
-7.17956 4.805383 -13.21374 2.592928 -3.486756 26.02325 32.91819 56.78387 49.62851 68.82626 32.04702 57.15725 66.53117 79.94662 90.72609 647.2946
-6.889697 4.617382 -13.12914 2.303747 -3.448852 25.54716 32.65004 56.20846 49.36117 68.4046 31.76307 56.67189 66.15785 79.4355 90.21848 649.2986
-6.605731 4.465785 -12.94654 2.031429 -3.447513 25.2018 32.33836 55.67085 49.09113 68.02619 31.5193 56.30855 65.77959 78.93574 89.71929 651.3026
-6.30172 4.357355 -12.6416 1.769281 -3.379378 24.80843 31.94576 55.00096 48.8396 67.73869 31.36698 55.86254 65.43151 78.53564 89.22868 653.3066
-5.987641 4.241076 -12.31377 1.506879 -3.224715 24.52971 31.54747 54.43002 48.60786 67.41557 31.30726 55.5131 65.10447 78.03983 88.7471 655.3106
-5.678939 4.113358 -12.00563 1.224118 -3.003772 24.17516 31.22637 53.83864 48.41465 67.1273 31.3237 55.09176 64.8462 77.6395 88.35277 657.3146
-5.389505 3.944675 -11.70727 0.8240492 -2.816147 23.78453 30.98503 53.28877 48.21028 66.81152 31.37275 54.67832 64.63499 77.2353 88.04659 659.3187
-5.115276 3.798256 -11.47884 0.3979599 -2.687278 23.35922 30.84713 52.82645 48.06725 66.57069 31.46124 54.29392 64.49298 76.9577 87.8495 661.3226
-4.889447 3.675437 -11.38888 0.02383668 -2.635286 22.99564 30.73079 52.50626 47.92813 66.31425 31.55868 54.03138 64.40047 76.67799 87.70316 663.3267
-4.753304 3.622313 -11.42624 -0.2578106 -2.688563 22.69639 30.52648 52.23494 47.76604 66.12252 31.6195 53.81509 64.22725 76.41739 87.51292 665.3307
-4.717196 3.659265 -11.55849 -0.4191007 -2.874731 22.50839 30.10756 52.04118 47.57278 65.84872 31.55771 53.64756 63.97903 76.07909 87.28573 667.3347
-4.733339 3.790567 -11.77191 -0.4307642 -3.147077 22.32945 29.59253 51.81123 47.38542 65.62307 31.44358 53.41512 63.74949 75.77644 87.0789 669.3387
-4.780847 3.931297 -12.06044 -0.3430207 -3.49571 22.17893 29.12729 51.56311 47.16805 65.40765 31.32903 53.15819 63.56865 75.47705 86.85915 671.3427
-4.862827 4.052647 -12.37691 -0.2394714 -3.913187 22.01457 28.80864 51.27564 46.92556 65.17706 31.18105 52.88059 63.41172 75.20262 86.61546 673.3467
-4.995668 4.160232 -12.66963 -0.1514172 -4.352 21.91068 28.61931 51.07632 46.63993 64.93967 30.96794 52.68577 63.22832 74.90607 86.34514 675.3507
-5.178063 4.274838 -12.89257 -0.04808395 -4.764465 21.78149 28.40311 50.88707 46.33234 64.64864 30.66689 52.47664 62.99693 74.57742 86.11697 677.3547
-5.365163 4.3616 -13.09114 0.04559013 -5.177145 21.61399 27.99165 50.67506 45.97955 64.43066 30.23685 52.23386 62.70541 74.28547 85.92062 679.3587
-5.466446 4.457119 -13.224 0.1566386 -5.513505 21.46511 27.46935 50.45688 45.65624 64.21386 29.80433 51.98944 62.41739 73.99664 85.72427 681.3627
-5.508324 4.534915 -13.37255 0.1973483 -5.840348 21.28564 26.90512 50.13869 45.34494 63.96783 29.32262 51.68214 62.19473 73.67188 85.53123 683.3668
-5.502903 4.627451 -13.54107 0.2474512 -6.207661 21.08413 26.28788 49.73289 45.07083 63.70606 28.74938 51.33393 61.96825 73.34797 85.35229 685.3707
-5.494606 4.688526 -13.6503 0.2338568 -6.596848 20.87261 25.60886 49.29621 44.79722 63.42442 28.08873 51.0002 61.69413 72.9705 85.10484 687.3748
-5.495269 4.662104 -13.65957 0.05919831 -6.929884 20.48691 24.92523 48.72553 44.55511 63.31591 27.46305 50.53996 61.33345 72.65136 84.68822 689.3788
-5.513964 4.587709 -13.66089 -0.1899373 -7.217683 20.08507 24.31765 48.20552 44.33722 63.22636 26.90051 50.10478 60.93703 72.26241 84.18644 691.3828
-5.526664 4.506372 -13.67937 -0.3989585 -7.534215 19.64214 23.79167 47.72418 44.09701 63.15666 26.40392 49.6325 60.55853 71.89053 83.73673 693.3868
-5.521018 4.492675 -13.76489 -0.5531343 -7.889295 19.29262 23.4001 47.41209 43.902 63.14384 25.9217 49.25631 60.20864 71.60668 83.36362 695.3908
-5.506474 4.505654 -13.9313 -0.7265822 -8.301901 18.91808 23.05673 47.09391 43.70451 63.12811 25.38325 48.86614 59.88094 71.39889 82.99828 697.3948
-5.496015 4.536561 -14.18515 -0.8219546 -8.714801 18.5292 22.71911 46.73445 43.45619 63.02882 24.827 48.51024 59.57993 71.17007 82.68683 699.3988
-5.489606 4.548646 -14.47711 -0.9745603 -9.087047 18.12971 22.43516 46.39836 43.22831 62.80995 24.33485 48.18898 59.34495 70.92471 82.504 701.4028
-5.472743 4.50312 -14.76174 -1.134162 -9.401981 17.70303 22.23088 46.07285 42.98204 62.59221 23.96429 47.79653 59.145 70.68988 82.35869 703.4068
-5.446637 4.462194 -14.9972 -1.260817 -9.631637 17.32486 22.05861 45.86267 42.81344 62.43522 23.73143 47.38988 58.92031 70.53313 82.21988 705.4108
-5.401103 4.404895 -15.20078 -1.49218 -9.826735 17.01087 21.76622 45.73037 42.62665 62.30252 23.55309 47.02855 58.65461 70.3935 82.00999 707.4149
-5.329759 4.324229 -15.32618 -1.635795 -9.98393 16.81416 21.33755 45.62551 42.41224 62.04873 23.36707 46.7839 58.42298 70.20602 81.81744 709.4188
-5.27826 4.198419 -15.38887 -1.838416 -10.14208 16.64939 20.81523 45.41828 42.20006 61.74604 23.12285 46.57262 58.21278 69.99162 81.65473 711.4229
-5.303572 4.025784 -15.47357 -2.041412 -10.36624 16.41409 20.24449 45.06702 41.94587 61.46732 22.80217 46.29431 57.98167 69.72981 81.45507 713.4269
-5.42285 3.878253 -15.63425 -2.223364 -10.64659 16.08644 19.6974 44.65832 41.66275 61.22495 22.42648 45.95108 57.72485 69.47871 81.20974 715.4308
-5.573123 3.773342 -15.85126 -2.450975 -10.93152 15.79027 19.31348 44.33544 41.36722 60.93661 22.06767 45.64188 57.43632 69.15807 80.9222 717.4349
-5.684855 3.708755 -16.06328 -2.738263 -11.13196 15.50633 19.15021 44.03497 41.11335 60.68017 21.78876 45.28984 57.16442 68.85124 80.61066 719.4389
-5.734584 3.650313 -16.24887 -2.957282 -11.24154 15.26257 19.11456 43.72887 40.8544 60.41506 21.58166 44.91302 56.89979 68.4872 80.19817 721.4429
-5.725825 3.639513 -16.392 -3.08567 -11.26931 15.0484 19.1958 43.43473 40.67041 60.20658 21.46226 44.54087 56.61903 68.10618 79.72757 723.4469
-5.688731 3.69439 -16.51596 -3.163923 -11.26487 14.85805 19.33203 43.18372 40.46946 59.95002 21.33673 44.17818 56.34727 67.67102 79.21017 725.4509
-5.627864 3.777283 -16.62599 -3.167285 -11.26928 14.52708 19.49936 42.78068 40.20877 59.75488 21.20832 43.65294 56.06229 67.30624 78.62676 727.4549
-5.508837 3.810188 -16.67584 -3.223211 -11.23207 14.17003 19.66028 42.27825 39.94343 59.43839 21.0836 43.05777 55.72868 66.87056 78.00327 729.4589
-5.341618 3.759046 -16.6412 -3.347323 -11.15855 13.76218 19.73113 41.68381 39.68898 59.09174 20.98005 42.37826 55.41147 66.4903 77.44309 731.463
-5.153268 3.629679 -16.51828 -3.547015 -11.04543 13.45017 19.71828 41.17447 39.48247 58.55884 20.95695 41.80637 55.18336 66.03204 77.00977 733.4669
-4.98347 3.479848 -16.3188 -3.855397 -10.92462 13.04189 19.68361 40.54816 39.3959 58.14713 21.01113 41.16352 55.03472 65.73887 76.69495 735.4709
-4.887169 3.363277 -16.11707 -4.211163 -10.84407 12.74676 19.66536 40.00795 39.33653 57.80027 21.05754 40.67351 54.94633 65.4963 76.38773 737.475
-4.78163 3.259301 -15.85458 -4.484385 -10.83032 12.53979 19.66077 39.55637 39.25018 57.54339 21.0358 40.34565 54.7949 65.28245 76.02039 739.4789
-4.61561 3.147399 -15.49385 -4.651551 -10.8796 12.26449 19.63907 39.05751 39.0682 57.3213 20.89143 40.02014 54.51088 65.06828 75.59799 741.483
-4.44214 3.017907 -15.14122 -4.948415 -11.01678 11.92704 19.51753 38.52707 38.78741 56.94672 20.62151 39.67604 54.09531 64.73824 75.136 743.487
-4.300975 2.928771 -14.86953 -5.117266 -11.18089 11.62263 19.32914 38.05239 38.47959 56.43023 20.33341 39.39645 53.62165 64.32594 74.62566 745.491
-4.167004 2.856283 -14.64745 -5.34573 -11.34343 11.37179 19.14698 37.66373 38.16022 55.88981 20.1258 39.18058 53.10406 63.85019 74.04218 747.495
-4.029612 2.808968 -14.50131 -5.58819 -11.47982 11.06833 19.0324 37.32571 37.84369 55.49923 19.96423 38.91879 52.59123 63.50723 73.44362 749.499
-3.864802 2.764376 -14.42307 -5.779393 -11.57292 10.82836 18.92402 37.17565 37.54396 55.15084 19.82631 38.74736 52.11423 63.1605 72.8835 751.503
-3.692751 2.719328 -14.38713 -6.018827 -11.6252 10.58775 18.73558 37.08055 37.23054 54.79507 19.67015 38.60453 51.61675 62.75726 72.37659 753.507
-3.548171 2.686962 -14.39848 -6.263484 -11.64736 10.38537 18.44639 36.93873 36.9003 54.34278 19.48343 38.46053 51.1051 62.25824 71.92864 755.511
-3.46566 2.638248 -14.47627 -6.436947 -11.67753 10.18027 18.03214 36.62335 36.51997 53.78526 19.28971 38.2017 50.62201 61.68262 71.50679 757.515
-3.431775 2.657559 -14.59306 -6.484915 -11.74335 10.04961 17.52294 36.23433 36.16076 53.23998 19.07343 37.89636 50.15133 61.1199 71.07212 759.519
-3.445585 2.701609 -14.7028 -6.431946 -11.87344 10.06054 16.98443 35.90995 35.80179 52.6251 18.85791 37.66689 49.68394 60.49994 70.63331 761.5231
-3.483671 2.704224 -14.81313 -6.320405 -12.0449 9.952993 16.51776 35.47211 35.42448 52.17202 18.64104 37.32666 49.23445 60.03989 70.22288 763.527
-3.549034 2.714111 -14.92889 -6.302514 -12.22582 9.924131 16.28222 35.20584 35.1147 51.73957 18.45004 37.13287 48.78647 59.60764 69.85651 765.5311
-3.609577 2.722136 -15.01331 -6.32477 -12.45975 9.782475 16.13091 34.88094 34.79643 51.32582 18.16717 36.87876 48.35304 59.24126 69.51328 767.5351
-3.599321 2.730861 -15.03798 -6.444911 -12.66753 9.533416 15.96781 34.43713 34.47859 50.93504 17.80276 36.54319 47.88311 58.88429 69.1806 769.5391
