amplitude ID time cond
1.467189 31 124.2485 1
1.508995 31 126.2525 1
1.614048 31 128.2565 1
1.708185 31 130.2605 1
1.670854 31 132.2645 1
1.380554 31 134.2685 1
0.847801 31 136.2726 1
0.2080696 31 138.2766 1
-0.4181578 31 140.2806 1
-0.9601949 31 142.2846 1
-1.37003 31 144.2886 1
-1.643826 31 146.2926 1
-1.836026 31 148.2966 1
-1.996723 31 150.3006 1
-2.127714 31 152.3046 1
-2.209091 31 154.3086 1
-2.238226 31 156.3126 1
-2.240576 31 158.3166 1
-2.228512 31 160.3206 1
-2.182375 31 162.3246 1
-2.122512 31 164.3287 1
-2.132767 31 166.3327 1
-2.260969 31 168.3367 1
-2.472324 31 170.3407 1
-2.707043 31 172.3447 1
-2.912015 31 174.3487 1
-3.045255 31 176.3527 1
-3.117844 31 178.3567 1
-3.180517 31 180.3607 1
-3.257662 31 182.3647 1
-3.356884 31 184.3687 1
-3.478328 31 186.3727 1
-3.584449 31 188.3768 1
-3.625396 31 190.3808 1
-3.59239 31 192.3848 1
-3.546147 31 194.3888 1
-3.579902 31 196.3928 1
-3.729159 31 198.3968 1
-3.95996 31 200.4008 1
-4.231404 31 202.4048 1
-4.512531 31 204.4088 1
-4.764457 31 206.4128 1
-4.925274 31 208.4168 1
-4.930031 31 210.4208 1
-4.769736 31 212.4249 1
-4.496282 31 214.4289 1
-4.180881 31 216.4329 1
-3.889896 31 218.4369 1
-3.656017 31 220.4409 1
-3.45795 31 222.4449 1
-3.256057 31 224.4489 1
-3.051146 31 226.4529 1
-2.871853 31 228.4569 1
-2.714585 31 230.4609 1
-2.56907 31 232.4649 1
-2.468387 31 234.4689 1
-2.455196 31 236.4729 1
-2.541248 31 238.477 1
-2.697447 31 240.481 1
-2.870263 31 242.485 1
-3.052909 31 244.489 1
-3.297448 31 246.493 1
-3.621094 31 248.497 1
-3.96524 31 250.501 1
-4.264773 31 252.505 1
-4.513259 31 254.509 1
-4.709488 31 256.513 1
-4.793274 31 258.517 1
-4.707409 31 260.5211 1
-4.483121 31 262.5251 1
-4.221753 31 264.5291 1
-4.008563 31 266.5331 1
-3.876489 31 268.5371 1
-3.811918 31 270.5411 1
-3.757708 31 272.5451 1
-3.648276 31 274.5491 1
-3.465888 31 276.5531 1
-3.227486 31 278.5571 1
-2.938864 31 280.5611 1
-2.618419 31 282.5651 1
-2.310336 31 284.5692 1
-2.034977 31 286.5732 1
-1.763927 31 288.5771 1
-1.480134 31 290.5812 1
-1.219644 31 292.5852 1
-0.9987192 31 294.5892 1
-0.7930413 31 296.5932 1
-0.6061243 31 298.5972 1
-0.4533472 31 300.6012 1
-0.3232701 31 302.6052 1
-0.2008324 31 304.6092 1
-0.06858873 31 306.6132 1
0.1092381 31 308.6172 1
0.3491138 31 310.6212 1
0.6255009 31 312.6252 1
0.9005998 31 314.6293 1
1.136184 31 316.6333 1
1.277017 31 318.6373 1
1.25357 31 320.6413 1
1.03996 31 322.6453 1
0.707738 31 324.6493 1
0.3919378 31 326.6533 1
0.1814005 31 328.6573 1
0.05646889 31 330.6613 1
-0.05474003 31 332.6653 1
-0.1953318 31 334.6693 1
-0.3533706 31 336.6733 1
-0.4728765 31 338.6774 1
-0.4844321 31 340.6814 1
-0.3563842 31 342.6854 1
-0.125054 31 344.6894 1
0.09857702 31 346.6934 1
0.1596803 31 348.6974 1
-0.02117705 31 350.7014 1
-0.3596023 31 352.7054 1
-0.691618 31 354.7094 1
-0.9078079 31 356.7134 1
-0.9845491 31 358.7174 1
-0.9793372 31 360.7214 1
-0.9887717 31 362.7255 1
-1.034543 31 364.7295 1
-1.042346 31 366.7335 1
-0.9559748 31 368.7375 1
-0.7996125 31 370.7415 1
-0.625088 31 372.7455 1
-0.4575513 31 374.7495 1
-0.3101926 31 376.7535 1
-0.2050195 31 378.7575 1
-0.138845 31 380.7615 1
-0.06525922 31 382.7655 1
0.06045423 31 384.7695 1
0.2468557 31 386.7736 1
0.4832141 31 388.7776 1
0.7800596 31 390.7816 1
1.162999 31 392.7856 1
1.619974 31 394.7896 1
2.095 31 396.7936 1
2.524325 31 398.7976 1
2.866473 31 400.8016 1
3.128421 31 402.8056 1
3.363432 31 404.8096 1
3.628422 31 406.8136 1
3.949685 31 408.8176 1
4.323122 31 410.8217 1
4.72497 31 412.8257 1
5.123538 31 414.8297 1
5.479772 31 416.8337 1
5.756817 31 418.8377 1
5.964863 31 420.8417 1
6.154565 31 422.8457 1
6.348544 31 424.8497 1
6.517751 31 426.8537 1
6.632923 31 428.8577 1
6.720767 31 430.8617 1
6.860062 31 432.8657 1
7.110895 31 434.8698 1
7.46356 31 436.8737 1
7.882762 31 438.8777 1
8.351214 31 440.8818 1
8.862178 31 442.8858 1
9.404324 31 444.8898 1
9.948146 31 446.8938 1
10.44568 31 448.8978 1
10.82823 31 450.9018 1
11.03193 31 452.9058 1
11.04646 31 454.9098 1
10.92813 31 456.9138 1
10.76746 31 458.9178 1
10.60707 31 460.9218 1
10.42719 31 462.9258 1
10.22651 31 464.9299 1
10.0316 31 466.9339 1
9.840668 31 468.9379 1
9.637666 31 470.9419 1
9.431361 31 472.9459 1
9.245333 31 474.9499 1
9.119325 31 476.9539 1
9.101192 31 478.9579 1
9.16676 31 480.9619 1
9.196381 31 482.9659 1
9.079246 31 484.9699 1
8.809581 31 486.9739 1
8.476462 31 488.978 1
8.168117 31 490.982 1
7.921126 31 492.986 1
7.750084 31 494.99 1
7.663813 31 496.994 1
7.658234 31 498.998 1
7.7085 31 501.002 1
7.771293 31 503.006 1
7.821871 31 505.01 1
7.880793 31 507.014 1
7.967432 31 509.018 1
8.067788 31 511.022 1
8.163258 31 513.0261 1
8.221939 31 515.0301 1
8.202244 31 517.0341 1
8.100347 31 519.0381 1
7.963281 31 521.0421 1
7.853494 31 523.0461 1
7.797474 31 525.0501 1
7.788975 31 527.0541 1
7.824581 31 529.0581 1
7.903995 31 531.0621 1
8.013725 31 533.0662 1
8.132468 31 535.0701 1
8.221926 31 537.0742 1
8.239619 31 539.0782 1
8.214946 31 541.0822 1
8.258476 31 543.0862 1
8.458119 31 545.0902 1
8.812138 31 547.0942 1
9.25333 31 549.0982 1
9.692761 31 551.1022 1
10.09584 31 553.1062 1
10.48414 31 555.1102 1
10.83792 31 557.1143 1
11.11806 31 559.1182 1
11.33224 31 561.1223 1
11.50516 31 563.1263 1
11.63264 31 565.1302 1
11.68236 31 567.1343 1
11.63056 31 569.1383 1
11.48635 31 571.1423 1
11.28544 31 573.1463 1
11.05385 31 575.1503 1
10.79082 31 577.1543 1
10.49745 31 579.1583 1
10.18815 31 581.1624 1
9.883948 31 583.1663 1
9.604068 31 585.1703 1
9.355762 31 587.1744 1
9.125838 31 589.1783 1
8.897041 31 591.1824 1
8.688352 31 593.1864 1
8.539601 31 595.1904 1
8.451397 31 597.1944 1
8.393624 31 599.1984 1
8.342299 31 601.2024 1
8.27668 31 603.2064 1
8.190672 31 605.2104 1
8.076389 31 607.2144 1
7.904497 31 609.2184 1
7.676133 31 611.2225 1
7.453569 31 613.2264 1
7.29774 31 615.2305 1
7.182012 31 617.2345 1
7.030514 31 619.2385 1
6.8386 31 621.2425 1
6.649282 31 623.2465 1
6.45792 31 625.2505 1
6.23558 31 627.2545 1
5.985629 31 629.2585 1
5.732607 31 631.2625 1
5.504843 31 633.2665 1
5.343671 31 635.2706 1
5.281481 31 637.2745 1
5.308012 31 639.2786 1
5.3762 31 641.2826 1
5.449663 31 643.2866 1
5.553253 31 645.2906 1
5.745288 31 647.2946 1
6.027601 31 649.2986 1
6.335608 31 651.3026 1
6.614206 31 653.3066 1
6.852711 31 655.3106 1
7.053304 31 657.3146 1
7.207647 31 659.3187 1
7.320562 31 661.3226 1
7.408126 31 663.3267 1
7.476726 31 665.3307 1
7.553227 31 667.3347 1
7.687166 31 669.3387 1
7.877833 31 671.3427 1
8.05627 31 673.3467 1
8.158589 31 675.3507 1
8.187386 31 677.3547 1
8.198382 31 679.3587 1
8.233035 31 681.3627 1
8.286508 31 683.3668 1
8.344944 31 685.3707 1
8.405269 31 687.3748 1
8.46407 31 689.3788 1
8.506275 31 691.3828 1
8.516622 31 693.3868 1
8.515821 31 695.3908 1
8.537454 31 697.3948 1
8.580447 31 699.3988 1
8.619573 31 701.4028 1
8.630647 31 703.4068 1
8.597221 31 705.4108 1
8.538035 31 707.4149 1
8.503182 31 709.4188 1
8.500005 31 711.4229 1
8.495723 31 713.4269 1
8.486329 31 715.4308 1
8.487993 31 717.4349 1
8.51111 31 719.4389 1
8.573363 31 721.4429 1
8.697679 31 723.4469 1
8.875804 31 725.4509 1
9.044477 31 727.4549 1
9.132394 31 729.4589 1
9.127563 31 731.463 1
9.077591 31 733.4669 1
9.042811 31 735.4709 1
9.052377 31 737.475 1
9.079852 31 739.4789 1
9.05634 31 741.483 1
8.935215 31 743.487 1
8.738807 31 745.491 1
8.514697 31 747.495 1
8.296624 31 749.499 1
8.123549 31 751.503 1
8.032471 31 753.507 1
8.020904 31 755.511 1
8.044419 31 757.515 1
8.065644 31 759.519 1
8.095541 31 761.5231 1
8.164532 31 763.527 1
8.26748 31 765.5311 1
8.376075 31 767.5351 1
8.473367 31 769.5391 1
8.552514 31 771.5431 1
8.604903 31 773.5471 1
8.618793 31 775.5511 1
8.595323 31 777.5551 1
8.538236 31 779.5591 1
8.454234 31 781.5631 1
8.37344 31 783.5671 1
8.298743 31 785.5712 1
8.198134 31 787.5751 1
8.076201 31 789.5792 1
7.953352 31 791.5832 1
7.816813 31 793.5872 1
7.649265 31 795.5912 1
7.478051 31 797.5952 1
7.351369 31 799.5992 1
7.284274 31 801.6032 1
7.2852 31 803.6072 1
7.35816 31 805.6112 1
7.440338 31 807.6152 1
7.414449 31 809.6193 1
7.234543 31 811.6232 1
6.983524 31 813.6273 1
6.782377 31 815.6313 1
6.693613 31 817.6353 1
6.687693 31 819.6393 1
6.70647 31 821.6433 1
6.746367 31 823.6473 1
6.828825 31 825.6513 1
6.954136 31 827.6553 1
7.115953 31 829.6593 1
7.319681 31 831.6633 1
7.572901 31 833.6674 1
7.859535 31 835.6713 1
8.143969 31 837.6754 1
8.390214 31 839.6794 1
8.566907 31 841.6833 1
8.677173 31 843.6874 1
8.772515 31 845.6914 1
8.900608 31 847.6954 1
9.074912 31 849.6994 1
9.283392 31 851.7034 1
9.485206 31 853.7074 1
9.612063 31 855.7114 1
9.603877 31 857.7155 1
9.476276 31 859.7194 1
9.315625 31 861.7234 1
9.199416 31 863.7275 1
9.152516 31 865.7314 1
9.166401 31 867.7355 1
9.23962 31 869.7395 1
9.366232 31 871.7435 1
